name,email,phone,address,experience_years,rating,popularity,accessibility,reliability,legal_issues
"Yogi, Sethi and Palla Foundation",kmall@sankar.com,+913964105821,"836, Bassi Chowk, Mehsana-588461",39,3.92,low,moderate,medium,dowry|consumer_rights|workplace_discrimination|FIR_denial
Dhingra LLC Foundation,chakrika00@misra-dugal.com,2979172007,"991, Anne Nagar, Thiruvananthapuram 917926",22,4.36,low,difficult,medium,FIR_denial|labor_rights_violation|cyber_bullying
"Gulati, Solanki and Ahuja Foundation",manderyashasvi@bath-tara.com,01941243881,"62/909, Cheema Chowk, Muzaffarpur 702076",23,3.25,high,easy,low,consumer_rights|labor_rights_violation|bribery_corruption|FIR_denial
Wagle and Sons Foundation,ranveer61@yohannan.org,+918509799269,"H.No. 54, Gara Street, Pali 182409",11,3.19,low,difficult,high,cyber_crime
"Anand, Mahal and Narula Foundation",sara10@nagarajan-sabharwal.info,9508117050,"12/30, Murthy Marg, Baranagar-391115",22,4.38,low,difficult,medium,cyber_bullying
"Rau, Warrior and Ahuja Foundation",esachar@agrawal.biz,4662567693,"16/57, Majumdar Street, Guntakal-647454",48,3.3,medium,moderate,high,rent_eviction|cyber_crime
Kala and Sons Foundation,tanvigoel@andra.biz,4666474746,"300, Ahluwalia Path, Shahjahanpur-378033",49,4.73,high,difficult,medium,labor_rights_violation|cyber_bullying|harassment
"Chandran, Dhingra and Anand Foundation",soniucchal@naik.net,+910330277985,"57/542, More Circle, Ramagundam 425330",23,4.54,high,easy,medium,cyber_bullying|FIR_denial
"Talwar, Tara and Bhagat Foundation",msankar@nadig.com,01997513541,"H.No. 745, Khare Ganj, Sikar 612926",49,4.11,high,moderate,high,cyber_crime|cyber_bullying|dowry
Lad-Bava Foundation,kantbrinda@randhawa-ramanathan.biz,+912994917101,"H.No. 73, Dixit Street, Tadipatri-242310",41,4.18,low,moderate,low,cyber_crime|property_dispute|domestic_violence
Khurana Group Foundation,lray@pall.com,5850697547,"H.No. 207, Pau Nagar, Eluru 465907",27,3.81,low,difficult,medium,child_custody
"Bhatti, Johal and Korpal Foundation",advay18@goel.info,09468618762,"50/93, Singh Marg, Arrah-756106",44,3.94,medium,moderate,medium,domestic_violence|cyber_bullying|workplace_discrimination
"Puri, Khurana and Bera Foundation",maanastaneja@brar.com,06457897118,"25/529, Goda Ganj, Tiruppur 201043",28,3.71,high,difficult,high,consumer_rights
Hayre-Bora Foundation,yashodhara77@sarna-sheth.com,+917596141689,"808, Bassi Nagar, Raichur-461978",1,4.86,low,difficult,high,child_custody
Menon-Dey Foundation,qsharma@sharma.com,5182790302,"05/978, Bhatnagar, Visakhapatnam 166592",37,3.85,low,difficult,high,consumer_rights|bribery_corruption|workplace_discrimination
"Kunda, Gupta and Choudhary Foundation",chandernihal@thakur.net,02073147074,"22/647, Modi Path, Anand 835739",32,4.27,medium,moderate,medium,harassment|labor_rights_violation|workplace_discrimination|dowry
"Bose, Keer and Deshpande Foundation",nandini19@krishnan.com,08348905435,"65, Atwal Road, Rewa 068287",21,3.5,high,easy,high,consumer_rights|property_dispute|harassment|bribery_corruption
Sani-More Foundation,thomassom@garde-rajagopal.net,+915914149211,"H.No. 42, Swamy, Srikakulam-822528",37,3.16,high,difficult,medium,labor_rights_violation|harassment|property_dispute|domestic_violence
Garde-Mahal Foundation,ksur@tiwari-wali.com,09829127346,"H.No. 87, Saxena Road, Alappuzha 864534",46,3.27,medium,easy,high,cyber_bullying|cyber_crime
"Raval, Gupta and Thakkar Foundation",balazinal@tara.com,+919303419693,"393, Mishra Marg, Chandigarh 220325",50,3.91,high,difficult,medium,labor_rights_violation|dowry|FIR_denial
Agate-Subramaniam Foundation,kharepushti@walia.info,9058342707,"H.No. 02, Chaudhari Marg, Panchkula-835157",2,4.91,low,difficult,medium,dowry|rent_eviction
Patil and Sons Foundation,ishaan35@mani.net,9899052615,"00/208, Sarraf Zila, Kolhapur 987689",37,3.96,medium,difficult,high,cyber_crime
"Ratta, Narayanan and Anand Foundation",battachampak@devan.com,7412041762,"163, Kari Zila, Guna 738486",31,3.1,high,difficult,high,consumer_rights|cyber_crime
Sabharwal-Bhatia Foundation,hamsini71@gokhale.info,+918967138523,"34/67, Dugar Street, Gandhinagar 753825",37,3.62,high,moderate,high,cyber_bullying
"Behl, Atwal and Kari Foundation",yamini62@jayaraman-bajwa.net,+910044975347,"H.No. 28, Balay Marg, Ramagundam-343148",28,4.07,high,easy,low,cyber_bullying|bribery_corruption|FIR_denial|dowry
Bera Group Foundation,neelima39@chaudhary.com,+914916451190,"21, Shanker Nagar, Sri Ganganagar 486698",26,3.34,high,difficult,medium,harassment|labor_rights_violation|dowry|domestic_violence
Rege-Dugar Foundation,chaudharyjason@din.org,+910678189948,"266, Viswanathan Ganj, Arrah-708432",19,4.96,low,moderate,high,labor_rights_violation
Ramaswamy-Dyal Foundation,thakerjackson@shroff-dhar.biz,09416213982,"H.No. 55, Sunder Zila, Mira-Bhayandar 999280",20,4.3,high,moderate,low,FIR_denial
Soni PLC Foundation,pillaiprisha@yohannan.biz,02394781478,"H.No. 87, Peri Ganj, Rajahmundry-508539",10,3.84,high,moderate,low,cyber_bullying|bribery_corruption|workplace_discrimination
Nanda-Tandon Foundation,ggera@badal.biz,+911931113202,"20/201, More Ganj, Loni-433900",9,4.33,medium,moderate,low,workplace_discrimination
"Dua, Narain and Patla Foundation",ekiya44@chacko.org,00736129194,"H.No. 88, Srinivasan Chowk, Jaipur-029638",14,4.11,medium,moderate,medium,bribery_corruption
"Seth, Dash and Swaminathan Foundation",pyogi@kant-narang.com,03843602903,"H.No. 74, Karan Ganj, Dhanbad 426109",5,3.13,high,easy,medium,cyber_bullying|bribery_corruption
"Bir, Deshpande and Gade Foundation",chaaya44@thaman-grewal.org,6543921703,"H.No. 490, Bath Marg, Belgaum-152515",34,3.21,medium,difficult,medium,rent_eviction|dowry|property_dispute|consumer_rights
"Talwar, Loyal and Dutt Foundation",pmander@sundaram.biz,+911600964534,"88/021, Kalita Ganj, Panihati-914582",19,3.08,low,difficult,medium,cyber_crime|harassment|workplace_discrimination
"Dewan, Sekhon and Chatterjee Foundation",masterkashvi@saraf-batra.com,+914794941354,"78/82, Mand, Ongole 651645",31,4.46,low,difficult,low,child_custody
"Kunda, Dave and Sarin Foundation",urvashi09@wason.com,06910739068,"H.No. 65, Gola Road, Bidar 973030",16,3.23,low,moderate,low,child_custody
Purohit and Sons Foundation,ucchalbhalla@bajaj.com,02053466797,"68/252, Dixit Chowk, Bathinda 631397",13,4.72,low,difficult,low,harassment|labor_rights_violation|cyber_bullying
Setty Ltd Foundation,bhavini27@mand.com,03037074754,"H.No. 36, Ramanathan Circle, Durg-960709",16,3.04,medium,difficult,high,workplace_discrimination
"Dasgupta, Zachariah and Lata Foundation",lmisra@venkatesh.info,6603062856,"H.No. 40, Setty Zila, Kalyan-Dombivli-689384",21,4.14,high,moderate,low,cyber_bullying
Bath PLC Foundation,harshpall@issac-lall.info,5742495475,"H.No. 938, Nagar Chowk, Raiganj 531426",41,3.19,low,difficult,low,workplace_discrimination
Naik-Sanghvi Foundation,memontanmayi@pathak.com,+917997948942,"H.No. 030, Uppal Zila, Shivpuri-211397",5,3.2,medium,difficult,high,labor_rights_violation
Venkataraman LLC Foundation,kiaanganesan@narasimhan.com,+914864066222,"94/99, Narula Circle, Begusarai-736511",27,4.45,high,difficult,medium,workplace_discrimination
"Sarna, Bhavsar and Sankaran Foundation",ramaswamyethan@gara-murthy.org,+913838899090,"53/66, Thakkar Chowk, Dindigul 277224",7,3.28,medium,difficult,high,child_custody|harassment|workplace_discrimination|property_dispute
"Magar, Saini and Vig Foundation",ypillai@de.biz,06182199805,"28/028, Bahri Marg, Khandwa 454395",10,4.05,low,easy,low,rent_eviction
Salvi Group Foundation,cjain@bajaj-patel.biz,09508873098,"H.No. 30, Khanna Path, Bhimavaram 069961",11,4.77,medium,difficult,medium,rent_eviction|workplace_discrimination
"Palla, Dayal and Agrawal Foundation",reyansh61@kothari.info,+912979951050,"82/10, Korpal Ganj, Bareilly-088106",45,4.93,low,difficult,high,harassment
Chauhan PLC Foundation,hdeo@shenoy-srinivas.com,+915018957736,"02, Dewan, Kollam 882929",2,3.93,high,difficult,medium,labor_rights_violation|property_dispute|child_custody
Parekh-Ghosh Foundation,chaudhurimeera@baria.com,02989356261,"11/893, Dasgupta Chowk, Sangli-Miraj & Kupwad 137066",20,3.33,low,easy,high,cyber_crime|dowry
Chakraborty Inc Foundation,sanealexander@deo-mallick.com,07708815559,"H.No. 60, Swaminathan Circle, Pallavaram 498608",4,3.42,low,easy,high,workplace_discrimination|bribery_corruption|property_dispute|labor_rights_violation
Jani Ltd Foundation,urandhawa@tata.org,8374616849,"95, Sane Nagar, Giridih 957359",18,3.78,low,easy,low,labor_rights_violation
Balakrishnan PLC Foundation,urvashi65@amble-dave.com,+912081613619,"530, Sani, Thrissur-145740",34,4.52,medium,easy,low,workplace_discrimination|child_custody|cyber_bullying|bribery_corruption
Tailor-Dass Foundation,neelnadig@sarna.com,05036228135,"97/620, Choudhary Road, Bharatpur 664974",35,4.26,low,difficult,medium,domestic_violence|bribery_corruption|workplace_discrimination|consumer_rights
Kannan Ltd Foundation,forum43@viswanathan.com,7171645605,"56/49, Hans Marg, Kolkata-891775",3,4.67,medium,difficult,low,child_custody|labor_rights_violation|rent_eviction|cyber_crime
"Chakrabarti, Savant and Garg Foundation",hitesh88@tiwari.org,+914280744116,"97, Iyer, Mehsana-381529",7,4.25,high,moderate,high,labor_rights_violation|harassment|rent_eviction
Gera and Sons Foundation,vivaandhillon@chandra-varkey.com,07186451846,"H.No. 63, Pau Ganj, Ambala 572601",16,4.0,medium,easy,medium,domestic_violence|dowry|property_dispute|cyber_crime
"Desai, Sagar and Bala Foundation",ubikakonda@som.com,6602644875,"03, Narain Street, Warangal-563206",31,4.35,high,difficult,low,labor_rights_violation|child_custody|dowry|workplace_discrimination
Tara Group Foundation,upalla@krishna.com,+910771272387,"13, Parsa Zila, Panchkula 625012",9,4.29,high,easy,low,cyber_bullying|rent_eviction
Venkataraman LLC Foundation,mramakrishnan@palla.com,+912299161998,"73/07, Chaudhry, Dindigul-902445",7,4.68,low,difficult,medium,child_custody
Deol-Shere Foundation,nimratgara@goda.biz,+915491677570,"H.No. 26, Chaudhry, Berhampur-005470",41,3.34,low,moderate,medium,FIR_denial|consumer_rights|labor_rights_violation
Sem-Pall Foundation,yuvrajhanda@oak.com,3643785633,"124, Ganguly Street, Begusarai-845239",34,4.43,medium,moderate,low,labor_rights_violation|consumer_rights
Luthra-Kumar Foundation,noahrattan@ratta.com,04619349761,"H.No. 888, Chakrabarti Marg, Jamshedpur 306592",16,3.65,low,moderate,low,child_custody|bribery_corruption
Ramachandran Inc Foundation,girish62@sankar.com,+919791298095,"H.No. 668, Bhargava Road, Panipat 386714",18,4.26,low,easy,medium,domestic_violence|cyber_bullying
Jayaraman-Nigam Foundation,tmander@bassi.org,9428885747,"341, Merchant Road, Kolhapur 126341",22,4.08,medium,moderate,high,dowry
Kaur-Sankar Foundation,unarain@shroff-vohra.com,05063341968,"664, Khalsa Path, Gandhinagar-115409",31,4.7,low,moderate,medium,domestic_violence
Ramakrishnan Inc Foundation,anusha78@sharaf.org,03580801828,"03/953, Seshadri Zila, Nagercoil-906736",11,4.73,low,difficult,low,property_dispute|workplace_discrimination|bribery_corruption|dowry
Rama-Sastry Foundation,rastogiridhi@comar.biz,+910273149640,"429, Narain Marg, Varanasi 669471",37,4.87,medium,moderate,medium,child_custody
"Ramanathan, Bhardwaj and Nagarajan Foundation",hamsini42@badami-bhardwaj.info,+919587794202,"76/38, Bassi Marg, Katni-703130",17,4.15,medium,difficult,high,rent_eviction|workplace_discrimination|dowry|harassment
"Agate, Soman and Ramachandran Foundation",qarin76@upadhyay.com,+919252088879,"99/64, Sangha Path, Karimnagar 600988",20,4.88,medium,difficult,low,rent_eviction
Modi Ltd Foundation,aarini18@patla-gokhale.com,06817049764,"835, Krishnan Circle, Pudukkottai-819149",46,3.97,low,moderate,low,workplace_discrimination|bribery_corruption|child_custody|property_dispute
Keer-Munshi Foundation,naiduchatresh@arora.com,+917381572383,"49/009, Grover Zila, Baranagar 916488",23,4.23,low,moderate,high,rent_eviction
"Tailor, Puri and Balasubramanian Foundation",aarini97@chauhan.com,6011354505,"H.No. 554, Wadhwa Zila, Panihati-300320",22,4.92,high,difficult,high,domestic_violence|labor_rights_violation
Vasa Inc Foundation,agastyarastogi@parmer.com,5757298527,"08/87, Nagarajan Chowk, Haldia-053599",10,4.75,high,moderate,low,rent_eviction|domestic_violence|labor_rights_violation|dowry
"Misra, Dora and Saha Foundation",rdasgupta@mand-pandit.com,+917053057974,"66/100, Chaudhari Nagar, Srikakulam-721427",40,4.21,high,difficult,high,domestic_violence|child_custody
Issac-Sarna Foundation,aarinimittal@dubey-sundaram.com,6508660835,"51/011, Malhotra Chowk, Ranchi 856877",30,3.39,medium,easy,medium,property_dispute
Keer Ltd Foundation,pgrover@mittal.com,7405627347,"H.No. 603, Edwin Ganj, Malegaon 564974",32,3.49,low,moderate,medium,property_dispute|dowry|domestic_violence|FIR_denial
Apte Inc Foundation,saisethi@srivastava-thakkar.com,9447451523,"80/89, Kulkarni Zila, Kota-668965",12,4.97,low,difficult,low,harassment|FIR_denial|property_dispute
Pall LLC Foundation,shethupma@ben.org,+918092528137,"29/08, Deol Road, Maheshtala-758325",38,3.52,medium,easy,low,consumer_rights|labor_rights_violation|child_custody|dowry
Som-Sodhi Foundation,utkarshcherian@sabharwal.biz,6461670628,"964, Chada Marg, Agartala 012890",7,4.61,low,moderate,low,rent_eviction|property_dispute|cyber_crime|consumer_rights
Salvi-Lalla Foundation,kapoorekani@mannan.info,+912541674173,"H.No. 05, Bajwa Road, Katihar 676775",2,3.8,low,easy,medium,labor_rights_violation|child_custody|workplace_discrimination|property_dispute
Chandra-Acharya Foundation,parekhtamanna@de.com,8633012682,"35/03, Raju Ganj, Patna-173705",41,4.34,medium,difficult,high,harassment
Garg-Sama Foundation,chahaladweta@arora-bhakta.biz,02371809139,"788, Munshi Nagar, Asansol 000700",48,3.66,medium,moderate,medium,domestic_violence|cyber_crime|child_custody
"Soni, Verma and Arora Foundation",fkari@palla.com,+910107995471,"51, Sule Nagar, Panvel-970067",24,4.03,medium,moderate,low,dowry|bribery_corruption
Chanda-Dave Foundation,doctorfariq@barad.net,+915517269731,"H.No. 561, Sidhu Ganj, Tirunelveli 377274",33,4.16,high,moderate,low,workplace_discrimination|cyber_bullying
"Kuruvilla, Chawla and Dutt Foundation",krishkothari@solanki.com,0583406115,"H.No. 07, Parikh Marg, Mira-Bhayandar 595819",7,4.19,high,moderate,medium,cyber_bullying|consumer_rights|FIR_denial
Sagar LLC Foundation,nitara99@mangat-chana.net,+917455315444,"00/23, Keer, Saharsa 177675",50,4.12,low,moderate,medium,harassment|child_custody|property_dispute
Chada and Sons Foundation,lvarughese@keer-talwar.com,+912662555833,"H.No. 426, Bahri Chowk, Bikaner 184119",1,3.81,medium,moderate,low,bribery_corruption|workplace_discrimination
Randhawa LLC Foundation,sahniriya@gour-chokshi.com,07098464359,"64/511, Sengupta Ganj, Bokaro-330230",4,3.26,low,moderate,medium,property_dispute|labor_rights_violation
Natt and Sons Foundation,zarnadave@parikh-dash.net,5270957400,"27/66, Dani Street, Bidhannagar-274774",20,3.43,low,difficult,high,labor_rights_violation
Borra Group Foundation,palhamsini@nagar.com,5170947180,"H.No. 625, Lalla Street, Ludhiana-448395",6,4.18,medium,moderate,high,rent_eviction|workplace_discrimination|labor_rights_violation|domestic_violence
"Khurana, Modi and Talwar Foundation",lankazashil@ganesan.info,+911032618505,"75, Varughese Chowk, Bilaspur 945455",25,4.1,low,moderate,low,labor_rights_violation|FIR_denial|child_custody
Sha PLC Foundation,xsarin@dada.com,4048480653,"H.No. 412, Kanda Road, Berhampore 962598",7,3.42,medium,difficult,high,workplace_discrimination|harassment|property_dispute|rent_eviction
Nazareth-Mody Foundation,kumerfrederick@setty.com,+917404700930,"82/74, Gera Street, Sambalpur 842105",38,3.02,low,moderate,high,consumer_rights
Pal-Arora Foundation,gangabatta@kant.org,5137316230,"70/70, More Chowk, Ratlam-913731",26,3.22,medium,difficult,low,labor_rights_violation|child_custody
Ratti Group Foundation,vedhikagoyal@choudhry.com,+915588864883,"53/829, Guha Zila, Varanasi-456493",8,3.35,medium,difficult,high,child_custody|cyber_bullying|dowry|labor_rights_violation
Sengupta LLC Foundation,dalajakoshy@chada.com,09769795226,"H.No. 184, Taneja Chowk, Bathinda 223552",50,4.92,medium,easy,high,cyber_crime
"Shankar, Sarkar and Master Foundation",damyantikota@shanker.biz,6459117969,"H.No. 13, Chhabra Ganj, Saharsa 529168",28,4.09,low,moderate,medium,labor_rights_violation|workplace_discrimination|property_dispute|child_custody
Dube Ltd Foundation,obansal@narang.net,9326760447,"H.No. 21, Bumb Nagar, Bareilly 722084",47,3.12,low,moderate,medium,property_dispute|bribery_corruption|harassment|FIR_denial
Chatterjee-Apte Foundation,tejas84@sheth-soman.com,2855592759,"91/388, Bumb Circle, Junagadh-261450",40,4.46,high,moderate,high,cyber_bullying
Desai-Lall Foundation,qushibutala@thaker.com,8339770570,"11/330, Jain Zila, Kishanganj-410221",35,3.08,medium,moderate,medium,workplace_discrimination|dowry|FIR_denial|labor_rights_violation
"Nigam, D’Alia and Wadhwa Foundation",gkarnik@goel-dara.com,00790985138,"36/54, Ram Circle, Kumbakonam-525709",1,4.91,high,difficult,high,dowry|harassment|cyber_crime|consumer_rights
Hayer Ltd Foundation,lchaudhari@kumer.com,2783138337,"981, Sangha Road, Kakinada 219964",30,3.44,medium,easy,high,FIR_denial|domestic_violence|property_dispute
Bora-Radhakrishnan Foundation,xmani@dyal-kibe.com,02444002685,"967, Sarin Circle, Latur 267035",37,3.76,low,difficult,medium,consumer_rights|bribery_corruption|rent_eviction
Menon and Sons Foundation,guptarehaan@datta.info,9945497700,"H.No. 215, Chad Road, Tirupati 622053",11,3.14,low,moderate,low,FIR_denial
Khare Ltd Foundation,panini91@krishna.com,02144966927,"H.No. 17, Chhabra Path, Agra 227287",1,3.65,low,easy,high,consumer_rights|FIR_denial|property_dispute
"Sachdeva, Loyal and Pillay Foundation",daramugdha@balay-parikh.info,+913265171920,"716, Tara Marg, Rajkot 637990",33,3.28,high,moderate,low,bribery_corruption
Kuruvilla Group Foundation,fchander@dhillon.com,+915430946985,"H.No. 026, Basu Zila, Eluru-554331",7,4.15,low,easy,low,bribery_corruption|rent_eviction
Srivastava-Sridhar Foundation,abhirambhattacharyya@bhavsar.com,8285341802,"227, Nori Street, Pondicherry 048744",25,3.77,high,moderate,high,cyber_bullying|FIR_denial
"Agrawal, Raghavan and Badal Foundation",janujabhat@dutta.com,+910889824118,"36, Madan Road, Cuttack-404332",15,4.99,low,easy,low,harassment|dowry|cyber_bullying
"Patla, Warrior and De Foundation",ojasmerchant@garg-bhalla.com,+915910528066,"799, Kapadia Chowk, Pondicherry 101862",12,3.28,low,easy,medium,cyber_crime|bribery_corruption
Luthra Inc Foundation,qkade@buch-shere.com,+911180439736,"73/27, Gokhale Marg, Kurnool 177632",2,3.58,low,difficult,high,rent_eviction
